hw;repl;events;rate;calc2_S_m;calc2_S_std;calc2_R_m;calc2_R_std;calc5_S_m;calc5_S_std;calc5_R_m;calc5_R_std;minibatchassigner4_S_m;minibatchassigner4_S_std;minibatchassigner4_R_m;minibatchassigner4_R_std;nexmarkq16writer_S_m;nexmarkq16writer_S_std;nexmarkq16writer_R_m;nexmarkq16writer_R_std;sourcedatagen1_S_m;sourcedatagen1_S_std;sourcedatagen1_R_m;sourcedatagen1_R_std;watermarkassigner3_S_m;watermarkassigner3_S_std;watermarkassigner3_R_m;watermarkassigner3_R_std
1-32;1;100000000;10000000;0.671682;0.000000;0.659889;0.013406;0.639387;0.000000;0.639016;0.013942;0.450217;0.000000;0.427736;0.008776;0.165843;0.000103;0.168627;0.005322;0.999977;0.000000;0.991806;0.000292;0.406398;0.000000;0.406010;0.007536
1-32;2;100000000;10000000;0.614747;0.000004;0.675453;0.038044;0.573697;0.000004;0.633230;0.038984;0.414405;0.000003;0.436656;0.026146;0.168114;0.000177;0.192003;0.017002;0.913693;0.000006;0.960045;0.020900;0.412779;0.000003;0.452084;0.029023
1-32;4;100000000;10000000;0.752020;0.000010;0.771528;0.051342;0.721102;0.000010;0.755149;0.050844;0.516179;0.000007;0.500283;0.031681;0.245154;0.000174;0.276729;0.025061;0.930129;0.000013;0.909055;0.034471;0.544513;0.000008;0.565829;0.037507
1-32;6;100000000;10000000;0.706148;0.000005;0.759057;0.027833;0.671628;0.000005;0.746736;0.028637;0.478874;0.000004;0.461015;0.015340;0.227112;0.000221;0.248707;0.010755;0.913397;0.000007;0.920802;0.021494;0.497539;0.000004;0.524723;0.020182
1-32;8;100000000;10000000;0.679860;0.000020;0.766174;0.012059;0.618686;0.000018;0.714280;0.013298;0.432184;0.000012;0.459699;0.009741;0.224280;0.000185;0.333458;0.010802;0.905408;0.000026;0.920392;0.011426;0.453784;0.000013;0.523557;0.010621
1-32;10;100000000;10000000;0.783264;0.006688;0.758783;0.006056;0.712162;0.016346;0.673526;0.007004;0.530136;0.011045;0.492467;0.005220;0.395518;0.003775;0.397856;0.005174;0.939971;0.011268;0.877337;0.007365;0.559781;0.015450;0.532109;0.006177
1-32;12;100000000;10000000;0.776461;0.001630;0.726716;0.014999;0.704481;0.003533;0.646976;0.014353;0.552596;0.004644;0.491386;0.009130;0.416664;0.003453;0.392085;0.006195;0.932630;0.005870;0.834576;0.010645;0.575059;0.004833;0.519520;0.011492
1-32;14;100000000;10000000;0.754994;0.002992;0.706043;0.005437;0.684255;0.002831;0.640754;0.008147;0.557398;0.002149;0.481990;0.006189;0.408910;0.001642;0.374706;0.004214;0.903524;0.002960;0.811865;0.005629;0.570089;0.002198;0.509508;0.006731
1-32;16;100000000;10000000;0.725094;0.002910;0.686383;0.003774;0.664424;0.002643;0.638283;0.005268;0.533353;0.002075;0.467128;0.004168;0.380552;0.001579;0.353968;0.002909;0.864936;0.003117;0.791893;0.004503;0.543273;0.002114;0.493720;0.004770
1-32;24;100000000;10000000;0.626164;0.002491;0.617150;0.002711;0.606347;0.002485;0.603769;0.003193;0.456716;0.001321;0.415339;0.003162;0.307018;0.000845;0.296362;0.002278;0.744464;0.002704;0.733044;0.006879;0.473041;0.001368;0.446131;0.003300
1-32;32;100000000;10000000;0.564634;0.001176;0.571735;0.004181;0.563816;0.003055;0.570849;0.008205;0.401315;0.000794;0.382088;0.007842;0.260607;0.000611;0.264443;0.004824;0.685496;0.001513;0.706387;0.007418;0.417401;0.000825;0.411345;0.006272

hw;repl;events;rate;calc2_RMSE;calc2_ACC;calc5_RMSE;calc5_ACC;minibatchassigner4_RMSE;minibatchassigner4_ACC;nexmarkq16writer_RMSE;nexmarkq16writer_ACC;sourcedatagen1_RMSE;sourcedatagen1_ACC;watermarkassigner3_RMSE;watermarkassigner3_ACC
1-32;1;1000000;100000;0.003143;0.968744;0.003274;0.995626;0.003346;0.941265;0.002096;0.907427;0.002536;0.999235;0.003330;0.946868
1-32;1;2000000;200000;0.004713;0.969300;0.004836;0.966619;0.006961;0.933369;0.001688;0.997475;0.007368;0.997396;0.004539;0.957712
1-32;1;3000000;300000;0.003438;0.983110;0.005171;0.984413;0.003960;0.984044;0.002481;0.968156;0.001828;0.999441;0.010809;0.903260
1-32;1;4000000;400000;0.007212;0.980411;0.005978;0.993623;0.006210;0.965495;0.004873;0.970200;0.003767;0.999962;0.004221;0.997829
1-32;1;5000000;500000;0.010279;0.964295;0.017113;0.919625;0.002583;0.997783;0.008497;0.878854;0.002096;0.998685;0.013090;0.920560
1-32;1;6000000;600000;0.012931;0.957819;0.005288;0.998058;0.006689;0.963511;0.006198;0.939206;0.001399;0.999238;0.016566;0.911206
1-32;1;7000000;700000;0.011522;0.973168;0.030608;0.889323;0.012273;0.935569;0.003772;0.961900;0.002097;0.998798;0.007662;0.997160
1-32;1;8000000;800000;0.020889;0.944093;0.006820;0.986421;0.010776;0.959437;0.003075;0.976420;0.002049;0.998420;0.005423;0.998342
1-32;1;9000000;900000;0.011063;0.989407;0.017959;0.964637;0.009724;0.986953;0.004227;0.988975;0.002377;0.999453;0.006944;0.999496
1-32;1;10000000;1000000;0.017743;0.974058;0.021816;0.966378;0.009026;0.975640;0.007317;0.954898;0.001654;0.999187;0.010090;0.970597
1-32;1;100000000;10000000;0.017855;0.982128;0.013947;0.999419;0.024134;0.947441;0.006039;0.983489;0.008176;0.991761;0.007546;0.999043
1-32;2;100000000;10000000;0.071641;0.910125;0.071161;0.905986;0.034332;0.949041;0.029346;0.875580;0.050846;0.951719;0.048859;0.913057
1-32;4;100000000;10000000;0.054925;0.974715;0.061192;0.954914;0.035446;0.968226;0.040345;0.885900;0.040403;0.976818;0.043143;0.962329
1-32;6;100000000;10000000;0.059783;0.930296;0.080382;0.899418;0.023542;0.961262;0.024101;0.913173;0.022732;0.991958;0.033857;0.948194
1-32;8;100000000;10000000;0.087151;0.887345;0.096514;0.866166;0.029187;0.940145;0.109716;0.672588;0.018844;0.983721;0.070576;0.866733
1-32;10;100000000;10000000;0.026744;0.967737;0.041955;0.942636;0.039903;0.923508;0.007169;0.994125;0.064681;0.928609;0.032551;0.947994
1-32;12;100000000;10000000;0.051891;0.931548;0.058978;0.911118;0.061632;0.875435;0.025071;0.937310;0.099259;0.882512;0.056363;0.893097
1-32;14;100000000;10000000;0.049365;0.930669;0.044266;0.932110;0.075665;0.843548;0.034455;0.908718;0.091837;0.887100;0.060900;0.881100
1-32;16;100000000;10000000;0.038949;0.943601;0.026885;0.959046;0.066399;0.858230;0.026841;0.924896;0.073318;0.907761;0.049823;0.899633
1-32;24;100000000;10000000;0.009472;0.985395;0.005320;0.995730;0.041522;0.900378;0.010976;0.964044;0.014407;0.984421;0.027134;0.939680
1-32;32;100000000;10000000;0.008536;0.987579;0.009815;0.987681;0.020846;0.949680;0.006147;0.985494;0.022291;0.970427;0.008915;0.985278

calc2_pearson_rate;calc5_pearson_rate;minibatchassigner4_pearson_rate;nexmarkq16writer_pearson_rate;sourcedatagen1_pearson_rate;watermarkassigner3_pearson_rate
0.999278;0.997258;0.998447;0.996268;0.995598;0.997870

calc2_pearson_par;calc5_pearson_par;minibatchassigner4_pearson_par;nexmarkq16writer_pearson_par;sourcedatagen1_pearson_par;watermarkassigner3_pearson_par
0.636364;0.763636;0.763636;0.872727;0.727273;0.636364
